"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","teamid","conference_id"
"30",2016,"Fresno St.","Mountain West",1,"-","Totals","-","-","-",NA,NA,3.72,522,526,270,216,186,479,3,"2,297","2,012",83,9,2,26,59,40,9,NA,NA,36,19,"",507,515,NA,NA,NA,102,96,5486
"31",2016,"Fresno St.","Mountain West",1,"-","Opponent Totals","-","-","-",NA,NA,4.75,508,570,331,268,194,396,NA,"2,289","1,962",102,15,8,37,50,40,2,NA,NA,69,24,"",556,483,NA,NA,NA,105,96,5486
"1",2016,"Nevada","Mountain West",1,"10","Mastrobuoni, Miles","Jr","INF","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"2",2016,"Nevada","Mountain West",1,"1","Greager, Bryce","Sr","INF","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"3",2016,"Nevada","Mountain West",1,"3","Bridgman, Justin","Jr","INF","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"4",2016,"Nevada","Mountain West",1,"13","Brooks, Trenton","Jr","P","59",15,15,5.56,77.2,96,58,48,21,55,NA,"350","310",21,2,3,7,2,8,NA,NA,NA,6,5,367,86,78,6,5,NA,11,466,5486
"5",2016,"Nevada","Mountain West",1,"6","Friedl, TJ","So","OF","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"6",2016,"Nevada","Mountain West",1,"21","Pearce, Jordan","So","INF","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"7",2016,"Nevada","Mountain West",1,"7","Krzmarzick, Cole","So","OF","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"8",2016,"Nevada","Mountain West",1,"28","Hazard, Justin","Sr","C","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"9",2016,"Nevada","Mountain West",1,"4","Smith, Keaton","Fr","INF","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"10",2016,"Nevada","Mountain West",1,"32","Foster, Kaleb","Fr","C","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"11",2016,"Nevada","Mountain West",1,"5","Fennell, Grant","So","INF","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"12",2016,"Nevada","Mountain West",1,"8","McMahan, Evan","Jr","P","25",25,1,5.31,40.2,50,25,24,13,20,NA,"187","162",10,NA,NA,5,2,2,NA,14,7,7,3,416,42,57,5,2,6,6,466,5486
"13",2016,"Nevada","Mountain West",1,"30","Pennington, Ty","Jr","P","23",23,1,3.63,34.2,37,17,14,7,15,NA,"146","134",5,1,NA,2,1,2,NA,24,7,2,1,190,46,35,4,NA,NA,4,466,5486
"14",2016,"Nevada","Mountain West",1,"24","Nowaczewski, Mark","Jr","P","22",22,3,4.04,42.1,37,21,19,21,24,NA,"181","149",5,NA,NA,NA,7,7,NA,10,4,2,1,166,58,27,5,1,3,4,466,5486
"15",2016,"Nevada","Mountain West",1,"31","Lott, Alex","Sr","P","20",20,NA,3.68,22,25,13,9,13,25,NA,"104","87",6,NA,1,2,1,1,NA,15,11,3,NA,209,12,26,1,NA,NA,10,466,5486
"16",2016,"Nevada","Mountain West",1,"15","Rowland, Cameron","Sr","P","19",19,NA,5.65,28.2,30,19,18,11,18,NA,"129","112",8,NA,NA,4,1,4,1,12,5,2,NA,90,30,36,2,2,1,5,466,5486
"17",2016,"Nevada","Mountain West",1,"26","Held, Sam","Sr","P","19",19,4,5.17,38.1,45,22,22,9,13,NA,"162","148",13,3,NA,1,3,1,NA,9,2,2,2,217,67,27,2,NA,NA,6,466,5486
"18",2016,"Nevada","Mountain West",1,"14","Martine, Anthony","Jr","P","18",18,5,6.35,28.1,33,25,20,16,18,NA,"132","114",8,1,NA,3,2,NA,NA,9,2,1,1,83,31,30,NA,NA,1,4,466,5486
"19",2016,"Nevada","Mountain West",1,"12","Stolo, Christian","Sr","P","17",15,15,5.07,97.2,120,61,55,23,58,NA,"440","399",29,2,NA,11,6,9,NA,NA,NA,7,1,530,121,102,4,7,NA,9,466,5486
"20",2016,"Nevada","Mountain West",1,"35","Charpie, Trevor","Jr","P","17",16,10,3.74,74.2,59,32,31,22,52,1,"302","268",10,1,NA,4,9,6,NA,4,NA,3,3,538,66,91,5,4,NA,16,466,5486
"21",2016,"Nevada","Mountain West",1,"25","Wilkins, Zach","Sr","P","14",14,7,7.61,36.2,51,31,31,9,29,NA,"170","152",10,3,1,4,2,6,NA,4,4,2,1,257,37,40,3,3,NA,8,466,5486
"22",2016,"Nevada","Mountain West",1,"16","Evans, Brandon","Jr","OF","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"23",2016,"Nevada","Mountain West",1,"34","Krug, Cooper","Fr","P","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466,5486
"24",2016,"Nevada","Mountain West",1,"36","Brooks, Charlie","Fr","P","6",6,NA,8.22,7.2,13,7,7,4,5,NA,"41","33",1,NA,NA,1,NA,2,NA,7,2,NA,2,58,7,10,NA,NA,NA,1,466,5486
"25",2016,"Nevada","Mountain West",1,"23","Miller, Taylor","Jr","P","4",4,NA,7.71,2.1,5,2,2,2,1,NA,"15","9",1,1,NA,1,NA,NA,NA,4,3,1,3,11,NA,6,NA,NA,NA,1,466,5486
"26",2016,"Nevada","Mountain West",1,"44","Powell, Cooper","Fr","P","3",3,NA,0,2,2,1,NA,0,1,NA,"9","8",1,NA,NA,NA,NA,NA,NA,1,1,NA,1,10,2,3,NA,NA,NA,NA,466,5486
"27",2016,"Nevada","Mountain West",1,"38","Dick, Austin","So","P","2",2,NA,3.86,2.1,4,1,1,0,2,NA,"10","10",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,466,5486
"28",2016,"Nevada","Mountain West",1,"-","Totals","-","-","-",NA,NA,5.05,536,607,335,301,171,336,1,"2,378","2,095",129,14,5,45,36,48,1,NA,NA,38,24,NA,608,569,NA,NA,NA,85,466,5486
"29",2016,"Nevada","Mountain West",1,"-","Opponent Totals","-","-","-",NA,NA,5.82,535,670,416,346,243,319,2,"2,505","2,098",139,32,11,24,45,71,3,NA,NA,55,37,NA,571,584,NA,NA,NA,106,466,5486
"1",2016,"New Mexico","Mountain West",1,"30","Stajduhar, Carl","So","INF","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"2",2016,"New Mexico","Mountain West",1,"27","Gonzalez, Luis","So","OF","61",9,6,5.51,32.2,46,22,20,10,18,NA,"154","138",9,3,2,4,1,2,NA,4,2,2,2,"481",45,32,3,1,NA,5,473,5486
"3",2016,"New Mexico","Mountain West",1,"12","Bowers, Dalton","Sr","INF","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"4",2016,"New Mexico","Mountain West",1,"34","DeVito, Chris","Jr","C","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"5",2016,"New Mexico","Mountain West",1,"13","Mang, Jared","Fr","INF","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"6",2016,"New Mexico","Mountain West",1,"28","Zoellner, Jack","Jr","1B","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"7",2016,"New Mexico","Mountain West",1,"23","Holley, Jared","Sr","INF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"8",2016,"New Mexico","Mountain West",1,"25","Vigil, Andre","Jr","OF","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"9",2016,"New Mexico","Mountain West",1,"9","Weber, Reece","So","OF","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"10",2016,"New Mexico","Mountain West",1,"4","Bell, Austin","Fr","OF","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"11",2016,"New Mexico","Mountain West",1,"7","Eaton, Michael","Sr","INF","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"12",2016,"New Mexico","Mountain West",1,"15","Migueles, Erick","Fr","OF","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"13",2016,"New Mexico","Mountain West",1,"11","Pratt, Andrew","Fr","C","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"14",2016,"New Mexico","Mountain West",1,"33","Tripp, Christian","Fr","P","27",27,NA,4.54,35.2,36,19,18,15,25,NA,"155","131",7,NA,1,3,7,4,NA,35,13,2,3,"483",46,28,2,2,4,9,473,5486
"15",2016,"New Mexico","Mountain West",1,"26","Estrella, Alex","Sr","P","26",26,NA,2.96,27.1,22,14,9,13,26,NA,"117","98",3,NA,NA,NA,5,2,1,22,5,3,1,"364",32,18,2,2,7,11,473,5486
"16",2016,"New Mexico","Mountain West",1,"10","Graham, Scottie","So","C","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"17",2016,"New Mexico","Mountain West",1,"18","Westerman, Jacob","Fr","OF","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"18",2016,"New Mexico","Mountain West",1,"17","Sanchez, Victor","Sr","P","19",19,NA,4.98,21.2,25,13,12,7,22,NA,"98","85",6,NA,NA,NA,4,4,2,8,5,2,NA,"305",27,11,NA,5,8,7,473,5486
"19",2016,"New Mexico","Mountain West",1,"21","Fernandez, Fernando","Jr","P","19",19,NA,5.79,23.1,29,17,15,9,8,NA,"104","91",6,3,2,NA,6,2,1,14,2,1,1,"270",29,24,NA,NA,NA,4,473,5486
"20",2016,"New Mexico","Mountain West",1,"20","Bridges, Drew","Sr","P","18",18,NA,8.27,16.1,19,19,15,15,11,NA,"82","60",4,NA,NA,1,3,1,1,19,8,4,2,"287",23,12,NA,NA,NA,5,473,5486
"21",2016,"New Mexico","Mountain West",1,"31","Schneider, Carson","Jr","P","17",17,15,4.68,100,127,64,52,20,44,NA,"446","402",26,4,1,5,5,8,NA,2,1,13,3,"1,059",135,103,9,4,NA,12,473,5486
"22",2016,"New Mexico","Mountain West",1,"6","Thomson, Colton","Sr","P","16",15,15,3.61,94.2,98,45,38,27,82,1,"407","359",14,1,1,5,4,7,NA,NA,NA,11,2,"1,132",94,92,8,2,NA,22,473,5486
"23",2016,"New Mexico","Mountain West",1,"14","Stevens, Tyler","So","P","16",16,16,4.11,100.2,115,58,46,42,78,NA,"449","390",15,2,NA,11,10,3,NA,NA,NA,11,3,"1,212",93,113,8,4,NA,14,473,5486
"24",2016,"New Mexico","Mountain West",1,"2","Nelson, Jake","Fr","P","14",13,NA,3,9,13,7,3,6,4,NA,"45","38",2,1,NA,1,2,NA,NA,10,2,NA,1,"113",10,11,NA,NA,1,1,473,5486
"25",2016,"New Mexico","Mountain West",1,"42","Duree, Taylor","Sr","P","13",13,NA,9.75,12,18,15,13,9,5,NA,"65","52",5,NA,NA,NA,2,4,1,9,5,NA,NA,"200",18,9,NA,NA,NA,NA,473,5486
"26",2016,"New Mexico","Mountain West",1,"24","Harrington, James","So","P","13",13,10,6.04,56.2,77,45,38,18,27,NA,"262","234",15,4,NA,2,5,5,NA,NA,NA,1,4,"786",72,59,7,2,NA,4,473,5486
"27",2016,"New Mexico","Mountain West",1,"43","Collier, Danny","Jr","OF","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"28",2016,"New Mexico","Mountain West",1,"16","Villalobos, Matt","Jr","P","12",10,NA,5.14,14,19,8,8,8,7,NA,"68","58",9,NA,NA,1,2,1,NA,8,2,NA,1,"210",13,20,NA,NA,NA,1,473,5486
"29",2016,"New Mexico","Mountain West",1,"19","Isenhart, Austin","Fr","P","3",3,NA,13.5,5.1,13,8,8,3,6,NA,"32","29",3,NA,NA,1,1,NA,NA,4,4,NA,NA,"60",3,7,NA,NA,1,2,473,5486
"30",2016,"New Mexico","Mountain West",1,"32","Ryan, Preston","Jr","P","1",1,NA,54,0.1,0,2,2,2,NA,NA,"3","1",NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,"14",1,NA,NA,NA,NA,NA,473,5486
"31",2016,"New Mexico","Mountain West",1,"44","Treadwell, Austin","Fr","OF","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,473,5486
"32",2016,"New Mexico","Mountain West",1,"-","Totals","-","-","-",NA,NA,4.86,549.2,657,356,297,204,363,3,"2,487","2,166",124,18,7,34,57,43,6,NA,NA,50,23,"",641,539,NA,NA,NA,97,473,5486
"33",2016,"New Mexico","Mountain West",1,"-","Opponent Totals","-","-","-",NA,NA,6.75,543,692,467,407,313,370,2,"2,640","2,190",150,20,11,65,47,56,10,NA,NA,49,31,"",583,584,NA,NA,NA,114,473,5486
"1",2016,"San Diego St.","Mountain West",1,"10","Thornton, Spencer","Sr","OF","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"2",2016,"San Diego St.","Mountain West",1,"9","Wylie, Justin","So","INF","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"3",2016,"San Diego St.","Mountain West",1,"13","Trejo, Alan","So","INF","58",2,NA,18,2,5,4,4,3,1,NA,"13","8",1,1,NA,NA,NA,NA,1,1,1,2,NA,25,3,1,NA,NA,NA,1,626,5486
"4",2016,"San Diego St.","Mountain West",1,"18","Adkison, Tyler","So","OF","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"5",2016,"San Diego St.","Mountain West",1,"21","Verdon, Jordan","Fr","INF","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"6",2016,"San Diego St.","Mountain West",1,"22","Hensley, David","So","INF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"7",2016,"San Diego St.","Mountain West",1,"34","Calabuig, Chase","So","OF","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"8",2016,"San Diego St.","Mountain West",1,"28","Brown, Andrew","Jr","INF","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"9",2016,"San Diego St.","Mountain West",1,"6","Stratton, Hunter","So","C","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"10",2016,"San Diego St.","Mountain West",1,"25","Nevarez, Dean","Fr","C","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"11",2016,"San Diego St.","Mountain West",1,"14","Saylor, CJ","Jr","C","29",1,NA,0,0.1,1,NA,NA,0,NA,NA,"3","3",1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,12,NA,1,NA,NA,NA,NA,626,5486
"12",2016,"San Diego St.","Mountain West",1,"32","Chapman, Denz'L","So","OF","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"13",2016,"San Diego St.","Mountain West",1,"38","Erickson, Jacob","So","P","26",26,NA,3.24,33.1,26,13,12,13,22,NA,"137","117",4,1,NA,NA,1,3,3,21,5,4,NA,375,36,32,4,6,2,3,626,5486
"14",2016,"San Diego St.","Mountain West",1,"29","Reyes, Marcus","Jr","P","25",25,7,6.34,65.1,83,53,46,23,56,NA,"300","261",21,6,NA,5,7,4,1,15,6,7,5,889,59,68,1,5,NA,16,626,5486
"15",2016,"San Diego St.","Mountain West",1,"36","Collins, Chris","Fr","P","22",22,2,6.75,32,45,35,24,19,22,NA,"165","139",7,NA,NA,2,5,2,NA,15,7,1,3,477,45,24,2,2,1,4,626,5486
"16",2016,"San Diego St.","Mountain West",1,"47","Purpura, Dominic","Jr","P","21",21,12,3.25,69.1,72,32,25,16,27,1,"293","268",10,2,3,3,1,5,NA,8,8,4,NA,877,103,63,4,2,NA,10,626,5486
"17",2016,"San Diego St.","Mountain West",1,"41","Heldman, Brian","Sr","P","20",20,NA,6.31,25.2,30,20,18,9,19,NA,"119","102",6,1,NA,3,NA,3,NA,13,7,4,1,292,30,22,1,2,2,8,626,5486
"18",2016,"San Diego St.","Mountain West",1,"39","Thompson, Cody","Jr","P","17",16,10,6.56,60.1,77,51,44,24,33,NA,"281","247",12,5,1,5,2,5,NA,3,1,4,1,914,66,69,2,8,NA,8,626,5486
"19",2016,"San Diego St.","Mountain West",1,"31","Pyatt, Harrison","Fr","P","16",16,11,5.67,60.1,75,46,38,23,44,NA,"280","239",15,2,3,4,3,7,NA,4,3,7,3,775,62,64,1,6,NA,12,626,5486
"20",2016,"San Diego St.","Mountain West",1,"15","Diamond, Mike","Jr","P","16",16,2,4.39,26.2,27,17,13,6,22,NA,"115","103",5,2,1,1,5,3,NA,7,2,3,NA,253,34,20,1,2,NA,8,626,5486
"21",2016,"San Diego St.","Mountain West",1,"27","Orozco, Adrian","Jr","P","14",14,3,8.27,20.2,32,22,19,5,13,NA,"101","93",3,3,NA,5,NA,1,NA,9,4,1,1,343,30,16,1,1,NA,5,626,5486
"22",2016,"San Diego St.","Mountain West",1,"33","Seeburger, Brett","Jr","P","14",14,11,4.81,67.1,84,41,36,11,55,NA,"299","269",19,3,1,4,1,4,NA,7,1,9,6,844,65,75,1,3,NA,13,626,5486
"23",2016,"San Diego St.","Mountain West",1,"23","Douty, Dalton","Sr","P","13",13,NA,3.48,20.2,17,11,8,7,14,NA,"87","73",6,2,1,1,2,2,NA,5,3,2,3,200,18,26,1,NA,NA,4,626,5486
"24",2016,"San Diego St.","Mountain West",1,"20","Oakley, Zack","Sr","P","9",9,NA,3.12,8.2,9,3,3,2,4,NA,"36","34",4,1,NA,NA,NA,NA,NA,4,1,NA,NA,95,10,10,1,NA,NA,2,626,5486
"25",2016,"San Diego St.","Mountain West",1,"12","Loptien, Tyler","So","P","7",7,NA,0,5.2,5,NA,NA,7,6,NA,"30","22",1,NA,NA,NA,NA,1,NA,4,1,NA,NA,134,5,6,NA,NA,NA,4,626,5486
"26",2016,"San Diego St.","Mountain West",1,"5","Wyke, Jodron","Fr","P","6",6,NA,9,5,7,5,5,3,1,NA,"26","21",1,1,NA,NA,1,1,NA,6,2,NA,NA,60,10,3,NA,NA,NA,1,626,5486
"27",2016,"San Diego St.","Mountain West",1,"1","Maldonado, David","Fr","INF","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"28",2016,"San Diego St.","Mountain West",1,"2","Navarro, Niko","Fr","INF","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"29",2016,"San Diego St.","Mountain West",1,"30","LaPierre, Kenny","Fr","P","2",2,NA,18,2,5,4,4,1,1,NA,"12","11",2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,33,5,NA,NA,NA,NA,1,626,5486
"30",2016,"San Diego St.","Mountain West",1,"8","Glazner, Ryan","Jr","OF","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5486
"31",2016,"San Diego St.","Mountain West",1,"-","Totals","-","-","-",NA,NA,5.2,505.1,600,357,292,172,340,2,"2,297","2,010",118,30,10,33,28,41,5,NA,NA,48,23,NA,581,500,NA,NA,NA,100,626,5486
"32",2016,"San Diego St.","Mountain West",1,"-","Opponent Totals","-","-","-",NA,NA,4.09,512.1,534,298,233,207,331,4,"2,263","1,938",77,16,10,27,59,40,7,NA,NA,44,32,NA,523,578,NA,NA,NA,75,626,5486
"1",2016,"San Jose St.","Mountain West",1,"20","Braff, Ozzy","Sr","INF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"2",2016,"San Jose St.","Mountain West",1,"16","Stefanki, Joe","Jr","C","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"3",2016,"San Jose St.","Mountain West",1,"2","Smith, Dillan","Sr","OF","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"4",2016,"San Jose St.","Mountain West",1,"4","Nashed, Josh","So","INF","50",15,14,4.79,88.1,101,52,47,20,45,NA,"381","341",27,1,1,6,2,4,2,NA,NA,11,5,668,104,103,NA,6,1,21,630,5486
"5",2016,"San Jose St.","Mountain West",1,"38","Citta, Brendt","Fr","C","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"6",2016,"San Jose St.","Mountain West",1,"35","Timmons, Shane","So","C","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"7",2016,"San Jose St.","Mountain West",1,"40","Pleschner, Aaron","Fr","INF","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"8",2016,"San Jose St.","Mountain West",1,"1","Breen, Michael","Jr","INF","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"9",2016,"San Jose St.","Mountain West",1,"15","Tidwell, Hunter","Fr","OF","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"10",2016,"San Jose St.","Mountain West",1,"8","Olivet, Corey","So","P","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"11",2016,"San Jose St.","Mountain West",1,"33","Campbell, David","So","INF","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"12",2016,"San Jose St.","Mountain West",1,"23","Beck, Justin","So","INF","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"13",2016,"San Jose St.","Mountain West",1,"3","Olivet, Tyler","Sr","OF","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,5486
"14",2016,"San Jose St.","Mountain West",1,"31","Gomez, Graham","Jr","P","23",23,6,5.4,60,81,39,36,16,32,NA,"266","240",15,4,NA,3,5,NA,1,16,5,5,5,578,55,78,2,5,2,10,630,5486
